"Drug/device name","Medicinal ingredient","Manufacturer","Outcome","Decision date","Control number / Application number","Type of submission / Type of application"
"ADVANTA V12 COVERED STENT SYSTEM","N/A","ATRIUM MEDICAL CORPORATION","Approved","2025-02-11","390218","Amendment device licence application"
"HERCULES SUTURE ANCHOR SYSTEM","N/A","IN2BONES USA","Approved","2025-02-10","381911","New device licence application"
"DD BIO Z","N/A","DENTAL DIREKT GMBH","Approved","2025-02-10","385602","Amendment device licence application"
"ADVANTA VXT EPTFE VASCULAR GRAFT","N/A","ATRIUM MEDICAL CORPORATION","Approved","2025-02-10","390213","Amendment device licence application"
"OMNIPOD 5 AUTOMATED INSULIN DELIVERY SYSTEM","N/A","INSULET CORPORATION","Approved","2025-02-07","379508","Amendment device licence application"
"FLIXENE PTFE VASCULAR GRAFT","N/A","ATRIUM MEDICAL CORPORATION","Approved","2025-02-07","390220","Amendment device licence application"
"NXSTAGE SYSTEM ONE","N/A","NXSTAGE MEDICAL, INC.","Approved","2025-02-06","381990","Amendment device licence application"
"VENUE ULTRASOUND SYSTEM","N/A","GE MEDICAL SYSTEMS ULTRASOUND & PRIMARY CARE DIAGNOSTICS LLC","Approved","2025-02-06","382885","Amendment device licence application"
"VENUE FIT","N/A","GE MEDICAL SYSTEMS ULTRASOUND & PRIMARY CARE DIAGNOSTICS LLC","Approved","2025-02-06","382886","Amendment device licence application"
"VENUE GO","N/A","GE MEDICAL SYSTEMS ULTRASOUND & PRIMARY CARE DIAGNOSTICS LLC","Approved","2025-02-06","382887","Amendment device licence application"
"PERIOMONITOR","N/A","LOK QUALIT INC.","Approved","2025-02-05","364018","New device licence application"
"MINT","N/A","HANSBIOMED CORP.","Approved","2025-02-05","372067","New device licence application"
"SURGIFLO HEMOSTATIC MATRIX","N/A","FERROSAN MEDICAL DEVICES A/S","Approved","2025-02-04","369259","Amendment device licence application"
"EVOLUT FX+ TRANSCATHETER AORTIC VALVE","N/A","MEDTRONIC INC.","Approved","2025-02-04","383880","New device licence application"
"CAYMAN PLATE SYSTEM: THORACOLUMBAR","N/A","K2M, INC.","Approved","2025-02-04","385175","New device licence application"
"EXCITE DENTAL ADHESIVE","N/A","IVOCLAR VIVADENT AG","Approved","2025-02-04","385228","Amendment device licence application"
"SILK'N 7","N/A","SILK'N BEAUTY LTD.","Approved","2025-02-03","383886","New device licence application"
"VOLUSON EXPERT","N/A","GE HEALTHCARE AUSTRIA GMBH & CO OG","Approved","2025-01-31","384705","Amendment device licence application"
"ULTRASOUND PROBES","N/A","GE MEDICAL SYSTEMS (CHINA) CO. LTD.","Approved","2025-01-31","384704","Amendment device licence application"
"CURAS","N/A","ILOODA CO., LTD","Approved","2025-01-30","382704","New device licence application"
"NEODENT IMPLANT SYSTEM - GM ZYGOMATIC SYSTEM","N/A","JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A.","Approved","2025-01-30","383358","Amendment device licence application"
"EXCELLENCE METHOD APTOS THREAD - ABSORBABLE SURGICAL SUTURES, MONOFILAMENT","N/A","APTOS LLC","Approved","2025-01-29","348912","New device licence application"
"PROGRIP LAPAROSCOPIC SELF-FIXATING MESH","N/A","SOFRADIM PRODUCTION","Approved","2025-01-29","383914","Amendment device licence application"
"FUJIFILM SONOSITE PORTABLE, HAND-CARRIED ULTRASOUND UNITS","N/A","FUJIFILM SONOSITE, INC.","Approved","2025-01-29","384153","Amendment device licence application"
"XPERT HCV VL FINGERSTICK","N/A","CEPHEID AB","Approved","2025-01-28","347215","New device licence application"
"GENEXPERT DX SYSTEM","N/A","CEPHEID","Approved","2025-01-28","349510","Amendment device licence application"
"IBDOC","N/A","BUHLMANN LABORATORIES AG","Approved","2025-01-28","379287","Amendment device licence application"
"XPERT XPRESS COV-2 PLUS","N/A","CEPHEID","Approved","2025-01-28","381453","New device licence application"
"TRUMATCH CMF TITANIUM 3D PRINTED IMPLANT SYSTEM","N/A","MATERIALISE N.V.","Approved","2025-01-28","382754","Amendment device licence application"
"CRYOABLATION SYSTEM","N/A","LOK QUALIT INC.","Approved","2025-01-28","383027","Amendment device licence application"
"DENTAL ZIRCONIA BLANK FOR AESTHETIC RESTORATION","N/A","LIAONING UPCERA CO., LTD.","Approved","2025-01-27","383613","New device licence application"
"ECLIPSE TREATMENT PLANNING SYSTEM","N/A","VARIAN MEDICAL SYSTEMS, INC.","Approved","2025-01-27","385622","Amendment device licence application"
"COCHLEAR NUCLEUS CI532 COCHLEAR IMPLANT WITH SLIM MODIOLAR ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-24","381667","Amendment device licence application"
"COCHLEAR NUCLEUS CI632 COCHLEAR IMPLANT WITH SLIM MODIOLAR ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-24","381671","Amendment device licence application"
"COCHLEAR NUCLEUS CI632P COCHLEAR IMPLANT WITH SLIM MODIOLAR ELECTRODE AND SILICONE PEDESTAL","N/A","COCHLEAR LIMITED","Approved","2025-01-24","381672","Amendment device licence application"
"ALERE NT-PROBNP FOR ARCHITECT","N/A","AXIS-SHIELD DIAGNOSTICS LIMITED","Approved","2025-01-24","383715","Amendment device licence application"
"FUJIFILM SONOSITE PORTABLE, HAND-CARRIED ULTRASOUND UNITS","N/A","FUJIFILM SONOSITE, INC.","Approved","2025-01-24","384132","Amendment device licence application"
"BUTTERFLY IQ+ ULTRASOUND SYSTEM","N/A","BUTTERFLY NETWORK INC.","Approved","2025-01-24","385745","Amendment device licence application"
"COBAS 6800/8800 SYSTEMS","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2025-01-23","371834","Amendment device licence application"
"COBAS BABESIA","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2025-01-23","366972","New device licence application"
"COBAS MALARIA","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2025-01-23","367564","New device licence application"
"COBAS DPX","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2025-01-23","369231","New device licence application"
"GEM PREMIER 7000 WITH IQM3","N/A","INSTRUMENTATION LABORATORY CO.","Approved","2025-01-23","380455","New device licence application"
"SENTIO SYSTEM","N/A","OTICON MEDICAL AB","Approved","2025-01-23","380816","New device licence application"
"COCHLEAR NUCLEUS NEXA COCHLEAR IMPLANT WITH SLIM STRAIGHT ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-23","381358","New device licence application"
"COCHLEAR NUCLEUS NEXA COCHLEAR IMPLANT WITH SLIM 20 ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-23","381360","New device licence application"
"NUCLEUS ABI 541 AUDITORY BRAINSTEM IMPLANT","N/A","COCHLEAR LIMITED","Approved","2025-01-23","381632","Amendment device licence application"
"COCHLEAR NUCLEUS CI512 COCHLEAR IMPLANT WITH CONTOUR ADVANCE ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-23","381633","Amendment device licence application"
"COCHLEAR NUCLEUS CI522 COCHLEAR IMPLANT WITH SLIM STRAIGHT ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-23","381666","Amendment device licence application"
"COCHLEAR NUCLEUS CI612 COCHLEAR IMPLANT WITH CONTOUR ADVANCE ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-23","381668","Amendment device licence application"
"COCHLEAR NUCLEUS CI622 COCHLEAR IMPLANT WITH SLIM STRAIGHT ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-23","381669","Amendment device licence application"
"COCHLEAR NUCLEUS CI624 COCHLEAR IMPLANT WITH SLIM 20 ELECTRODE","N/A","COCHLEAR LIMITED","Approved","2025-01-23","381670","Amendment device licence application"
"ATTAIN STABILITY QUAD MRI SURESCAN 4798","N/A","MEDTRONIC INC.","Approved","2025-01-23","384409","Amendment device licence application"
"BTL-785F","N/A","BTL INDUSTRIES LIMITED","Approved","2025-01-23","384654","Amendment device licence application"
"MEMORYGEL SILTEX BECKER EXPANDER/BREAST IMPLANTS","N/A","MENTOR MEDICAL SYSTEMS, B.V.","Approved","2025-01-23","385075","Amendment device licence application"
"SMOOTH SPECTRUM SALINE-FILLED MAMMARY PROSTHESIS","N/A","MENTOR","Approved","2025-01-23","385078","Amendment device licence application"
"GLIDEPATH 13F LONG-TERM HEMODIALYSIS CATHETER","N/A","BARD PERIPHERAL VASCULAR, INC.","Approved","2025-01-22","381979","New device licence application"
"LIGHTSCALPEL CO2 LASER SYSTEM","N/A","LIGHTSCALPEL INC.","Approved","2025-01-22","385306","Amendment device licence application"
"COBAS LIAT SYSTEM","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2025-01-22","384119","Amendment device licence application"
"MYOCARDIAL SCREW-IN LEADS","N/A","MEDTRONIC INC.","Approved","2025-01-22","385061","Amendment device licence application"
"EIT LLIF","N/A","EIT EMERGING IMPLANT TECHNOLOGIES GMBH","Approved","2025-01-21","378935","New device licence application"
"CENTRIMAG ADULT EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO) KIT","N/A","ABBOTT MEDICAL","Approved","2025-01-21","382342","New device licence application"
"GENOMADIX CUBE CYP2C19 SYSTEM","N/A","GENOMADIX INC.","Approved","2025-01-20","373032","New device licence application"
"LIFECODES LSA CLASS I AND CLASS II","N/A","IMMUCOR GTI DIAGNOSTICS, INC.","Approved","2025-01-20","380677","New device licence application"
"ADVANCE XP MALE SLING SYSTEM","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2025-01-20","385264","Amendment device licence application"
"CARELINK SMARTSYNC DEVICE MANAGER","N/A","MEDTRONIC INC.","Approved","2025-01-20","385295","Amendment device licence application"
"PULSESELECT PULSED FIELD ABLATION SYSTEM","N/A","MEDTRONIC INC.","Approved","2025-01-20","389707","Amendment device licence application"
"HEARTSTART INTREPID MONITOR/DEFIBRILLATOR","N/A","PHILIPS GOLDWAY (SHENZHEN) INDUSTRIAL INC.","Approved","2025-01-17","383655","Amendment device licence application"
"MOSAIC 3D","N/A","LUTRONIC CORPORATION","Approved","2025-01-17","384862","New device licence application"
"DURASEAL DURAL SEALANT","N/A","INTEGRA LIFESCIENCES CORPORATION ALSO DBA INTEGRA NEUROSCIENCES","Approved","2025-01-17","385328","Amendment device licence application"
"DURASEAL EXACT SPINE SEALANT SYSTEM","N/A","INTEGRA LIFESCIENCES CORPORATION ALSO DBA INTEGRA NEUROSCIENCES","Approved","2025-01-17","385335","Amendment device licence application"
"MONOVISC","N/A","ANIKA THERAPEUTICS INC","Approved","2025-01-16","383650","Amendment device licence application"
"TACTICATH CONTACT FORCE ABLATION CATHETER, SENSOR ENABLED","N/A","ABBOTT MEDICAL","Approved","2025-01-16","384829","Amendment device licence application"
"TACTIFLEX ABLATION CATHETER, SENSOR ENABLED","N/A","ABBOTT MEDICAL","Approved","2025-01-16","384830","Amendment device licence application"
"KATANA ZIRCONIA ONE FOR IMPLANT","N/A","KURARAY NORITAKE DENTAL INC.","Approved","2025-01-15","385247","New device licence application"
"REVEAL G4 RAPID HIV-1/2 ANTIBODY TEST","N/A","MEDMIRA LABORATORIES INC.","Approved","2025-01-14","377912","New device licence application"
"CERABONE","N/A","BOTISS BIOMATERIALS GMBH","Approved","2025-01-14","381975","Amendment device licence application"
"PERFIT CL COLORING LIQUID FOR ZIRCONIUM OXIDE CERAMIC","N/A","VATECH MCIS CO., LTD","Approved","2025-01-14","383516","New device licence application"
"PSA TEST KIT","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2025-01-14","384659","Amendment device licence application"
"I-FACTOR (BONE SUBSTITUTE MATERIAL)","N/A","CERAPEDICS, INC.","Approved","2025-01-14","385062","Amendment device licence application"
"FILSHIE CLIP","N/A","FEMCARE LIMITED","Approved","2025-01-13","377843","Amendment device licence application"
"EIT T/PLIF","N/A","EIT EMERGING IMPLANT TECHNOLOGIES GMBH","Approved","2025-01-13","378932","New device licence application"
"EIT CIF CAGE","N/A","EIT EMERGING IMPLANT TECHNOLOGIES GMBH","Approved","2025-01-13","378933","New device licence application"
"EIT ALIF","N/A","EIT EMERGING IMPLANT TECHNOLOGIES GMBH","Approved","2025-01-13","378934","New device licence application"
"VITESSE","N/A","VARIAN MEDICAL SYSTEMS, INC.","Approved","2025-01-13","383431","Amendment device licence application"
"HEARTSINE SAMARITAN PAD SAM 500P SEMI-AUTOMATIC DEFIBRILLATOR WITH CPR ADVISOR","N/A","HEARTSINE TECHNOLOGIES, LTD.","Approved","2025-01-13","384166","Amendment device licence application"
"HEARTSINE SAMARITAN PAD SAM 360P FULLY AUTOMATIC DEFIBRILLATOR","N/A","HEARTSINE TECHNOLOGIES, LTD.","Approved","2025-01-13","384167","Amendment device licence application"
"HEARTSINE SAMARITAN PAD SAM 350P SEMI-AUTOMATIC DEFIBRILLATOR","N/A","HEARTSINE TECHNOLOGIES, LTD.","Approved","2025-01-13","384168","Amendment device licence application"
"IMPLANTABLE VASCULAR ACCESS SYSTEM","N/A","NAVILYST MEDICAL, INC.","Approved","2025-01-13","384630","Amendment device licence application"
"MAGSEED PRO MAGNETIC MARKER SYSTEM","N/A","ENDOMAGNETICS LTD.","Approved","2025-01-09","380415","New device licence application"
"SENTIMAG SYSTEM","N/A","ENDOMAGNETICS LTD.","Approved","2025-01-09","381278","Amendment device licence application"
"HEARTMATE 3 LEFT VENTRICULAR ASSIST SYSTEM","N/A","ABBOTT MEDICAL","Approved","2025-01-09","383077","Amendment device licence application"
"ALIMAXX-ES COVERED ESOPHAGEAL STENT","N/A","MERIT MEDICAL SYSTEMS INC.","Approved","2025-01-09","383368","Amendment device licence application"
"BLAZER OPEN-IRRIGATED ABLATION CATHETER","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2025-01-09","383545","Amendment device licence application"
"INTELLANAV MIFI OPEN-IRRIGATED ABLATION CATHETER","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2025-01-09","383546","Amendment device licence application"
"INTELLANAV STABLEPOINT ABLATION CATHETER","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2025-01-09","383547","Amendment device licence application"
"INTELLATIP MIFI OPEN-IRRIGATED ABLATION CATHETER","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2025-01-09","383548","Amendment device licence application"
"INTELLANAV OPEN-IRRIGATED ABLATION CATHETER","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2025-01-09","383549","Amendment device licence application"
"BARD SOFT MESH","N/A","DAVOL, INC., SUBSIDIARY OF C.R. BARD INC.","Approved","2025-01-09","383997","Amendment device licence application"
"ONFLEX MESH","N/A","DAVOL, INC., SUBSIDIARY OF C.R. BARD INC.","Approved","2025-01-09","385304","Amendment device licence application"
"ID-SYSTEM","N/A","DIAMED GMBH","Approved","2025-01-08","380038","Amendment device licence application"
"REVOLUTION ASCEND","N/A","GE HEALTHCARE JAPAN CORPORATION","Approved","2025-01-08","382589","Amendment device licence application"
"INJECTABLE IMPLANT KIT","N/A","WRIGHT MEDICAL TECHNOLOGY INC.","Approved","2025-01-08","383149","New device licence application"
"LUTONIX 035 DRUG COATED BALLOON PTA CATHETER","N/A","LUTONIX, INC.","Approved","2025-01-08","383300","Amendment device licence application"
"CA 15-3 TEST KIT","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2025-01-08","384204","Amendment device licence application"
"CLINIMACS SYSTEM","N/A","MILTENYI BIOTEC B.V. & CO. KG","Approved","2025-01-07","375426","Amendment device licence application"
"SOFTWARE FOR MODULAR ANALYTICS","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2025-01-07","382031","Amendment device licence application"
"COBAS C 703","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2025-01-07","382032","Amendment device licence application"
"PROPEL CANNULATED INTERFERENCE SCREWS","N/A","CONMED CORPORATION","Approved","2025-01-07","382045","Amendment device licence application"
"GUARDSMAN FEMORAL INTERFERENCE SCREWS","N/A","CONMED CORPORATION","Approved","2025-01-07","382234","Amendment device licence application"
"INFINITY FIXATION SYSTEM","N/A","CONMED CORPORATION","Approved","2025-01-07","383190","Amendment device licence application"
"LINVATEC CANNULATED INTERFERENCE SCREWS","N/A","CONMED CORPORATION","Approved","2025-01-07","383998","Amendment device licence application"
"SOFT ANCHOR","N/A","RIVERPOINT MEDICAL LLC","Approved","2025-01-07","385006","Amendment device licence application"
"BIOLOX DELTA CERAMIC FEMORAL HEADS","N/A","HOWMEDICA OSTEONICS CORPORATION","Approved","2025-01-07","385268","Amendment device licence application"
"TRILOGY EV300","N/A","RESPIRONICS INC. ALSO TRADING AS PHILIPS RS NORTH AMERICA LLC","Approved","2025-01-06","381581","Amendment device licence application"
"TRILOGY EVO","N/A","RESPIRONICS INC. ALSO TRADING AS PHILIPS RS NORTH AMERICA LLC","Approved","2025-01-06","381582","Amendment device licence application"
"CLARITY II","N/A","LUTRONIC CORPORATION","Approved","2025-01-06","385044","Amendment device licence application"
"INDIGO ASPIRATION SYSTEM","N/A","PENUMBRA INC.","Approved","2025-01-06","384906","Amendment device licence application"
"CIARTIC MOVE","N/A","SIEMENS HEALTHCARE GMBH","Approved","2024-12-24","382708","New device licence application"
"BARD SOFT MESH","N/A","DAVOL, INC., SUBSIDIARY OF C.R. BARD INC.","Approved","2024-12-24","383686","New device licence application"
"SHOULDER ID PRIMARY REVERSED GLENOID","N/A","TORNIER INC.","Approved","2024-12-24","385186","Amendment device licence application"
"KINETRA NEUROSTIMULATOR SYSTEM","N/A","MEDTRONIC INC.","Approved","2024-12-23","375051","Amendment device licence application"
"SEQUENTIA LT","N/A","MEDTRONIC INC.","Approved","2024-12-23","375054","Amendment device licence application"
"VANTA WITH ADAPTIVESTIM TECHNOLOGY","N/A","MEDTRONIC INC.","Approved","2024-12-23","375055","Amendment device licence application"
"PERCEPT PC","N/A","MEDTRONIC INC.","Approved","2024-12-23","375056","Amendment device licence application"
"ACTIVA SC MULTI-PROGRAM NEUROSTIMULATOR FOR DEEP BRAIN STIMULATION","N/A","MEDTRONIC INC.","Approved","2024-12-23","375057","Amendment device licence application"
"ACTIVA PC MULTI-PROGRAM NEUROSTIMULATOR FOR DEEP BRAIN STIMULATION","N/A","MEDTRONIC INC.","Approved","2024-12-23","375026","Amendment device licence application"
"DBS (DEEP BRAIN STIMULATION) LEADS FOR NEUROSTIMULATION","N/A","MEDTRONIC INC.","Approved","2024-12-23","375049","Amendment device licence application"
"MULTIPLO RAPID TP/HIV TEST","N/A","MEDMIRA LABORATORIES INC.","Approved","2024-12-23","364364","New device licence application"
"ACTIVA RC MULTI-PROGRAM RECHARGEABLE NEUROSTIMULATOR FOR DEEP BRAIN STIMULATION","N/A","MEDTRONIC INC.","Approved","2024-12-23","375059","Amendment device licence application"
