Date,Trademark / Project,Common name / Subject,Manufacturer,INESSS Recommendation,Minister's Decision
2024-11-07,JAMP Letrozole,létrozole,Jamp,Inscription,Inscrire aux listes des médicaments
2024-11-07,JAMP Topiramate Tablets,topiramate,Jamp,Inscription,Inscrire aux listes des médicaments
2024-11-07,Jamp-Potassium Chloride ER,potassium (chlorure de),Jamp,Inscription,Inscrire à la Liste des médicaments - Établissements
2024-11-07,Leqvio (hypercholestérolémie familiale hétérozygote),inclisiran,Novartis,Concordances,Surseoir à la décision (2024-12-12)
2024-11-07,M-Diltiazem CD,diltiazem (chlorhydrate de),Mantra Ph.,Inscription,Inscrire aux listes des médicaments
2024-11-07,M-Diltiazem T,diltiazem (chlorhydrate de),Mantra Ph.,Inscription,Inscrire aux listes des médicaments
2024-11-07,Mint-Posaconazole,posaconazole,Mint,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-11-07,Noyada (indications diverses),captopril,Ethypharm,Inscription - Sous conditions,Surseoir à la décision (2024-12-12)
2024-11-07,Pivot 1.5 (formule nutritive),formule nutritive - semi-élémentaire,Abbott,Inscription - Sous conditions,Inscrire à la liste RGAM-Médicament d'exception (2024-12-12)
2024-11-07,pms-Morphine Sulfate,morphine (sulfate de),Phmscience,Inscription,Inscrire aux listes des médicaments
2024-11-07,Praluent (hypercholestérolémie familiale hétérozygote),alirocumab,SanofiAven,Concordances,Surseoir à la décision (2024-12-12)
2024-11-07,Praluent (nouvelle teneur),alirocumab,SanofiAven,Inscription - Sous conditions,Surseoir à la décision (2024-12-12)
2024-11-07,Praluent (prévention secondaire événements cardiovasculaires),alirocumab,SanofiAven,Concordances,Surseoir à la décision (2024-12-12)
2024-11-07,Reddy-Everolimus,évérolimus,Dr Reddy's,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-11-07,Soliris (HPN),éculizumab,Alexion,Concordances,"Ne pas modifier les indications reconnues aux listes des médicaments (2025-03-06)

Surseoir à la décision (2024-12-12)"
2024-11-07,Tibsovo (LMA),ivosidenib,Servier,Inscription - Sous conditions,Surseoir à la décision (2024-12-12)
2024-11-07,Truqap (cancer du sein),capivasertib,AZC,Inscription - Sous conditions,Surseoir à la décision (2024-12-12)
2024-11-07,Ultomiris (HPN),ravulizumab,Alexion,Concordances,"Ne pas modifier les indications reconnues aux listes des médicaments (2025-03-06) 
Surseoir à la décision (2024-12-12)"
2024-11-07,Vaporisateur Nasal Teva-Naloxone,naloxone (chlorhydrate de),Teva Can,Inscription,"Inscrire aux listes des médicaments (2024-12-12) 
Surseoir à la décision (2024-11-07)"
2024-11-07,Venclexta et azacitidine (leucémie myéloïde aigüe),vénétoclax,AbbVie,Concordances,Modifier une indication reconnue - Liste Établissements  - Médicament d'exception (2024-12-12)
2024-11-07,Voydeya (HPN),danicopan,Alexion,Inscription - Sous conditions,Surseoir à la décision (2024-12-12)
2024-11-07,Wainua (polyneuropathie),eplontersen,AZC,Inscription - Sous conditions,Surseoir à la décision (2024-12-12)
2024-10-03,Apretude (VIH-1),cabotégravir sodique,ViiV,Inscription,"Inscrire aux listes des médicaments (2025-03-06)
Surseoir à la décision (2024-11-07)"
2024-10-03,Cabtreo (acné vulgaire),clindamycine/adapalène/benzoyle,Bausch H.,Inscription,Surseoir à la décision (2024-11-07)
2024-10-03,Dapagliflozine (Forxiga et versions génériques - néphropathie chronique),dapagliflozine,Tous fabricants,Inscription- Sous conditions,Ajouter une indication reconnue - Listes des médicaments - Médicament d'exception (2024-11-07)
2024-10-03,FreeStyle Libre 2 (diabète type 2),capteur FreeStyle Libre 2,Ab Diabète,Refus d'inscription - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments (2024-11-07)
2024-10-03,Imfinzi (CVB),durvalumab,AZC,Concordances,À venir
2024-10-03,Jardiance (néphropathie chronique),empagliflozine,Bo. Ing.,Refus d'inscription - Ensemble des aspects,Surseoir à la décision (2024-11-07)
2024-10-03,Keytruda (CVB),pembrolizumab,Merck,Inscription- Sous conditions,"Ajouter une indication reconnue à la liste des médicaments- Établissements- Médicament d'exception (2024-12-12)
Surseoir à la décision (2024-11-07)"
2024-10-03,Keytruda (JGO HER2+),pembrolizumab,Merck,Concordances,À venir
2024-10-03,Keytruda (JGO HER2-),pembrolizumab,Merck,Inscription- Sous conditions,"Ajouter une indication reconnue à la liste des médicaments- Établissements- Médicament d'exception (2024-12-12)
Surseoir à la décision (2024-11-07)"
2024-10-03,Keytruda (cancer de l’œsophage ou de l’adénocarcinome de la jonction gastro-œsophagienne (JGO) localement avancé non résécable ou métastatique),pembrolizumab,Merck,Concordances,À venir
2024-10-03,PRZ-Metformin (diabète type 2 & nouvelle teneur),metformine (chlorhydrate de),Pharmaris,Inscription,Inscrire aux listes des médicaments  (2024-11-07)
2024-10-03,"Steqeyma (arthrite psoriasique, Crohn, psoriasis en plaques)",ustekinumab,Celltrion,Inscription- Sous conditions,Inscrire aux listes des médicaments - médicament d'exception (2024-11-07)
2024-10-03,Tagrisso (CPNPC),osimertinib,AZC,Refus d'inscription - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments (2024-11-07)
2024-09-26,AG-Lamotrigine,lamotrigine,Angita,Inscription,Inscrire aux listes des médicaments
2024-09-26,Allègements administratifs (cardiologie),"alirocumab, évolocumab & inclisiran",Tous fabricants,Modification des indications reconnues,Modifier les indications reconnues (2024-09-26)
2024-09-26,Allègements administratifs (dermatologie),imiquimod,Tous fabricants,Modification des indications reconnues,Modifier les indications reconnues (2024-09-26)
2024-09-26,Allègements administratifs (hématologie),"darbépoétine alfa, époétine alfa & eltrombopag,",Tous fabricants,Modification des indications reconnues,Modifier les indications reconnues (2024-09-26)
2024-09-26,Allègements administratifs (infectiologie),enfuvirtide,Roche,Modification des indications reconnues,Modifier les indications reconnues (2024-09-26)
2024-09-26,Allègements administratifs (pneumologie),"benralizumab, mépolizumab & tézépélumab",Tous fabricants,Modification des indications reconnues,Modifier les indications reconnues (2024-09-26)
2024-09-26,Auro-Dimethyl Fumarate,diméthyle (fumarate de),Aurobindo,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-09-26,Auro-Rufinamide,rufinamide,Aurobindo,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-09-26,Bio-Rivaroxaban,rivaroxaban,Biomed,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-09-26,JAMP Amoxi Clav Suspension,amoxicilline/clavulanate de potassium,Jamp,Inscription,Inscrire aux listes des médicaments
2024-09-26,JAMP Lamotrigine,lamotrigine,Jamp,Inscription,Inscrire aux listes des médicaments
2024-09-26,JAMP Levofloxacin,lévofloxacine,Jamp,Inscription,Inscrire aux listes des médicaments
2024-09-26,JAMP Raloxifene,raloxifène (chlorhydrate de),Jamp,Inscription,Inscrire aux listes des médicaments
2024-09-26,Jamp Eplerenone,éplérénone,Jamp,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-09-26,Modifications d’indications reconnues (sclérose en plaques),"diméthyle (fumarate), glatiramère, IFNβ-1a, IFNβ-1b, ocrélizumab, ofatumumab, tériflunomide",Tous fabricants,Modification des indications reconnues,Modifier les indications reconnues (2024-09-26)
2024-09-26,NRA-Ursodiol,ursodiol,Nora,Inscription,Inscrire aux listes des médicaments
2024-09-26,Odan-Ethosuximide,éthosuximide,Odan,Inscription,Inscrire aux listes des médicaments
2024-09-26,PRZ K8,potassium (chlorure de),Pharmaris,Inscription,Inscrire aux listes des médicaments
2024-09-26,Pro-Dutastéride,dutastéride,Pro Doc,Inscription,Inscrire à la Liste des médicaments du RGAM
2024-09-26,Teva-Lisdexamfetamine,lisdexamfetamine (dimesylate de),Teva Can,Inscription -Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-09-26,Vpriv (maladie de Gaucher),vélaglucérase alfa,Takeda,Inscription – Sous conditions,Inscrire à la liste des médicaments-Établissements-Médicament d'exception (2024-09-26)
2024-08-28,Apo-Abiraterone (cancer de la prostate),abiratérone,Apotex,Inscription – Avec conditions,Ajouter une indication reconnue- Listes des médicaments - Médicament d'exception (2024-09-26)
2024-08-28,Crysvita (hypophosphatémie),burosumab,Kyowa Kirin,Refus d’inscription,Ne pas inscrire aux listes des médicaments (2024-09-26)
2024-08-28,Céfazoline sodique pour injection (nouvelle teneur),céfazoline,Sterimax,Inscription- Avec condition,Inscrire aux listes des médicaments (2024-09-26)
2024-08-28,Doptelet (thrombopénie immune),avatrombopag,Sobi,Refus d’inscription,Ne pas inscrire aux listes des médicaments (2024-09-26)
2024-08-28,Erleada (cancer prostate),apalutamide,Janss. Inc,Concordances,Ajouter une indication reconnue- Listes des médicaments - Médicament d'exception (2024-09-26)
2024-08-28,Formule nutritive Hydrolysat de caséine (allergie lait de vache),Formule nutritive Hydrolysat de caséine,Tous fabricants,Concordances,Inscrire à la liste RGAM - Médicament d'exception (2024-09-26)
2024-08-28,Formule nutritive Monomérique avec fer (allergie lait de vache),Formule nutritive Monomérique avec fer,Tous fabricants,Concordances,Inscrire à la liste RGAM - Médicament d'exception (2024-09-26)
2024-08-28,Modilac Expert Riz (alimentation nourrissons),formule nutritive,F.Savencia,Inscription – Avec condition,Inscrire à la liste RGAM - Médicament d'exception (2024-09-26)
2024-08-28,Nubeqa (cancer prostate),darolutamide,Bayer,Concordances,Ajouter une indication reconnue- Listes des médicaments - Médicament d'exception (2024-09-26)
2024-08-28,Ondexxya (neutraliseur d'anticoagulation),andexanet alfa,AZC,Refus d’inscription,Ne pas inscrire à la liste des médicaments- Établissements (2024-09-26)
2024-08-28,Sandoz Bisoprolol (nouvelles teneurs),bisoprolol (fumarate de),Sandoz,Inscription,Inscrire aux listes des médicaments (2024-09-26)
2024-08-28,Valganciclovir (Valcyte et versions génériques),valganciclovir (chlorhydrate de),Tous fabricants,Transfert à la section régulière,Transfert à la section régulière - Listes des médicaments (2024-09-26)
2024-08-28,Veklury (COVID-19),remdésivir,Gilead,Inscription – Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception (2024-09-26)
2024-08-28,Verzenio (cancer du sein),abémaciclib,Lilly,"Modification d’une indication reconnue – Avec conditions (retrait de l’exigence de l’expression du marqueur Ki-67 par au moins 20 % des cellules tumorales [Ki-67 ≥ 20 %]) 

Refus d’inscription (atteinte de 1 à 3 ganglions axillaires ipsilatéraux combinée à une maladie de grade inférieur à 3 ou à une tumeur primitive de moins de 5 cm et un niveau d’expression du Ki-67 ≥ 20 %)","Modifier une indication reconnue aux listes des médicaments - Médicament d'exception (2024-12-12)
Surseoir à la décision (2024-09-26)"
2024-08-28,Xtandi (cancer prostate),enzalutamide,Astellas,Concordances,Ajouter une indication reconnue- Listes des médicaments - Médicament d'exception (2024-09-26)
2024-08-28,Zonnic (traitement antitabagique),nicotine,Nicovent,Refus d’inscription,Ne pas inscrire aux listes des médicaments (2024-09-26)
2024-08-14,AMB-Bisacodyl,bisacodyl,Ambicare,Inscription - Avec conditions,Inscrire à la Liste des médicaments – Établissements; Inscrire à la Liste des médicaments du RGAM - Médicament d'exception
2024-08-14,Apo-Candesartan Tablets,candésartan cilexétil,Apotex,Inscription,Inscrire aux listes des médicaments
2024-08-14,Auro-Nitrofurantoin,nitrofurantoïne (monohydrate de) (macrocristaux),Aurobindo,Inscription,Inscrire aux listes des médicaments
2024-08-14,Baclofen,baclofène,Sivem,Inscription,Inscrire aux listes des médicaments
2024-08-14,Bicarbonate de sodium injectable,bicarbonate de sodium,Sterimax,Inscription,Inscrire à la Liste des médicaments - Établissements
2024-08-14,Chlorhydrate de labétalol injection,labétalol (chlorhydrate de),Jamp,Inscription,Inscrire à la Liste des médicaments - Établissements
2024-08-14,Chlorhydrate de vancomycine pour injection,vancomycine (chlorhydrate de),Marcan,Inscription,Inscrire aux listes des médicaments
2024-08-14,Colistiméthate pour injection,colistiméthate sodique,Marcan,Inscription,Inscrire aux listes des médicaments
2024-08-14,Injection de Glycopyrrolate,glycopyrrolate,Jamp,Inscription,Inscrire à la Liste des médicaments du RGAM
2024-08-14,JAMP-Amitriptyline,amitriptyline (chlorhydrate d'),Jamp,Inscription,Inscrire aux listes des médicaments
2024-08-14,Jamp Doxycycline Capsules,doxycycline (hyclate de),Jamp,Inscription,Inscrire aux listes des médicaments
2024-08-14,Jamp Ondansetron ODF,ondansétron,Jamp,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-08-14,Jamp Silodosin,silodosine,Jamp,Inscription,Inscrire aux listes des médicaments
2024-08-14,Leflunomide,léflunomide,Sivem,Inscription,Inscrire aux listes des médicaments
2024-08-14,Lidocaine Hydrochloride Injection,lidocaïne (chlorhydrate de),Forma Ph,Inscription,Inscrire à la Liste des médicaments - Établissements
2024-08-14,M-Doxycycline,doxycycline (hyclate de),Mantra Ph.,Inscription,Inscrire aux listes des médicaments
2024-08-14,Mar-Ethosuximide,éthosuximide,Marcan,Inscription,Inscrire aux listes des médicaments
2024-08-14,Mint-Famotidine,famotidine,Mint,Inscription,Inscrire aux listes des médicaments
2024-08-14,NRA-Betahistine,bétahistine (dichlorhydrate de),Nora,Inscription,Inscrire aux listes des médicaments
2024-08-14,Sandoz Lisdexamfetamine,lisdexamfétamine (dimésylate de),Sandoz,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-08-14,Sandoz Riociguat,riociguat,Sandoz,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-08-14,Sodium Bicarbonate,bicarbonate de sodium,Medisca,Inscription,Surseoir à la décision
2024-08-14,Taro-Fusidic Acid,fusidique (acide),Taro,Inscription,Inscrire aux listes des médicaments
2024-08-14,Teva-Escitalopram,escitalopram (oxalate d'),Teva Can,Inscription,Inscrire aux listes des médicaments
2024-08-14,Teva-Lisdexamfetamine,lisdexamfétamine (dimésylate de),Teva Can,Inscription - Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception
2024-08-14,Tobramycine pour injection,tobramycine (sulfate de),Jamp,Inscription,Inscrire aux listes des médicaments
2024-08-03,Banzel (Lennox-Gastaut),Rufinamide,Eisai,Concordances,Modifier une indication reconnue aux listes des médicaments - Médicament d'exception (2024-08-14)
2024-08-03,Diacomit (Dravet),stiripentol,Biocodex,Concordances,Modifier une indication reconnue aux listes des médicaments - Médicament d'exception (2024-08-14)
2024-08-03,Trastuzumab (JGO HER2+),trastuzumab,Tous fabricants,Concordances,Surseoir à la décision (2024-08-14)
2024-08-01,Awiqli (Diabète),insuline icodec,N.Nordisk,Inscription – Avec conditions,Surseoir à la décision (2024-08-14)
2024-08-01,Bimzelx (Spondylite ankylosante),bimékizumab,U.C.B.,Inscription – Avec conditions,Surseoir à la décision (2024-08-14)
2024-08-01,Ebglyss (Dermatite),lébrikizumab,Lilly,Inscription – Avec conditions,Surseoir à la décision (2024-08-14)
2024-08-01,Keytruda (JGO HER2+),pembrolizumab,Merck,Inscription – Avec conditions,"Ajouter une indication reconnue à la liste des médicaments- Établissements- Médicament d'exception (2024-09-26)
Surseoir à la décision (2024-08-14)"
2024-08-01,Opdivo (mélanome cutané; Adj),nivolumab,B.M.S.,Inscription – Avec conditions,"Ajouter une indication reconnue à la liste des médicaments- Établissements- Médicament d'exception (2024-09-26)
Surseoir à la décision (2024-08-14)"
2024-08-01,UrgoTul Ag (Pansement),Pansement,Urgo,Inscription – Avec conditions,Inscrire aux listes des médicaments - Médicament d'exception (2024-08-14)
