"Brand Name","Generic Name","Therapeutic Area","Recommendation Type","Project Status","Date Submission Received","Date Recommendation Issued","Project Number",Manufacturer
Sarclisa,Isatuximab,"Multiple Myeloma","Reimburse with clinical criteria and/or conditions",Complete,"Aug 17, 2020","Apr 1, 2021",PC0220-000,"Sanofi Genzyme"
Stivarga,Regorafenib,"Unresectable Hepatocellular Carcinoma (HCC)","Reimburse with clinical criteria and/or conditions",Complete,"Oct 12, 2017","Apr 18, 2018",PC0119-000,"Bayer Inc."
"Stivarga (CRC)",Regorafenib,"Metastatic Colorectal Cancer","Do not reimburse",Complete,"Mar 22, 2013","Nov 15, 2013",PC0026-000,"Bayer Inc."
"Stivarga (GIST)",Regorafenib,"Gastrointestinal Stromal Tumour","Reimburse with clinical criteria and/or conditions",Complete,"Oct 11, 2013","May 2, 2014",PC0034-000,"Bayer Inc."
"Stivarga Resubmission (CRC)",Regorafenib,"Metastatic Colorectal Cancer","Do not reimburse",Complete,"Dec 19, 2014","Jul 16, 2015",PC0046-000,"Bayer Inc."
Sutent,"Sunitinib malate","Pancreatic Neuroendocrine Tumour","Reimburse with clinical criteria and/or conditions",Complete,"Nov 7, 2011","May 3, 2012",PC0004-000,"Pfizer Canada Inc."
Sylvant,Siltuximab,"Multicentric Castleman's disease (MCD)","Reimburse with clinical criteria and/or conditions",Complete,"Jan 30, 2015","Jun 22, 2015",PC0052-000,"Janssen Inc."
Tafinlar,Dabrafenib,"Metastatic Melanoma","Reimburse with clinical criteria and/or conditions",Complete,"Mar 18, 2013","Dec 5, 2013",PC0025-000,GlaxoSmithKline
"Tafinlar & Mekinist in combo","Dabrafenib & Trametinib in combo","Metastatic Melanoma","Reimburse with clinical criteria and/or conditions",Complete,"Feb 13, 2015","Jul 21, 2015",PC0053-000,"GlaxoSmithKline Inc."
"Tafinlar & Mekinist in combo","Dabrafenib & Trametinib in combo","Non-Small Cell Lung Cancer","Do not reimburse",Complete,"Mar 31, 2017","Nov 2, 2017",PC0106-000,"Novartis Pharmaceuticals Canada Inc."
"Tafinlar & Mekinist in combo","Dabrafenib & Trametinib in combo","Melanoma Adjuvant Therapy","Reimburse with clinical criteria and/or conditions",Complete,"Sep 21, 2018","May 3, 2019",PC0152-000,"Novartis Pharmaceuticals Canada Inc."
"Tafinlar and Mekinist","Dabrafenib and Trametinib","NSCLC BRAF V600","Reimburse with clinical criteria and/or conditions",Complete,"Oct 1, 2020","May 28, 2021",PC0226-000,"Novartis Pharmaceuticals Canada Inc."
Tagrisso,Osimertinib,"Non-Small Cell Lung Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Apr 1, 2016","May 4, 2017",PC0076-000,"Astra Zeneca Canada Inc"
Tagrisso,Osimertinib,"Non-Small Cell Lung Cancer (NSCLC) (first line)","Reimburse with clinical criteria and/or conditions",Complete,"May 16, 2018","Jan 4, 2019",PC0137-000,"AstraZeneca Canada Inc."
TBD,Bevacizumab,,,Cancelled,"Mar 14, 2019",,PC0178-000,"Pfizer Canada Inc."
TBD,Trastuzumab,,,Cancelled,,,PC0160-000,"Pfizer Canada Inc."
TBD,Rituximab,,,Cancelled,,,PC0180-000,"Sandoz Canada"
TBD,Entrectinib,,,Withdrawn,"Jul 29, 2019",,PC0157-000,"Hoffmann-La Roche Limited"
TBD,Cabozantinib,,,Withdrawn,"Oct 6, 2017",,PC0123-000,"Ipsen Biopharmaceuticals Canada Inc."
Tecentriq,Atezolizumab,,,Withdrawn,"Oct 2, 2019",,PC0171-000,"Hoffmann-La Roche Limited"
Tecentriq,Atezolizumab,"Small Cell Lung Cancer (SCLC)","Do not reimburse",Complete,"Mar 4, 2019","Jan 30, 2020",PC0156-000,"Hoffmann-La Roche Limited"
Tecentriq,Atezolizumab,"Locally Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC)","Reimburse with clinical criteria and/or conditions",Complete,"Dec 15, 2017","Jun 20, 2018",PC0115-000,"Hoffmann-La Roche Limited"
"Tecentriq & Avastin","Atezolizumab & Bevacizumab",NSQ-NSCLC,"Do not reimburse",Complete,"Nov 18, 2019","Jul 3, 2020",PC0155-000,"Hoffmann-La Roche Limited"
"Tecentriq & Avastin","Atezolizumab & Bevacizumab","Hepatocellular Carcinoma (HCC)","Reimburse with clinical criteria and/or conditions",Complete,"May 21, 2020","Nov 17, 2020",PC0217-000,"Hoffmann-La Roche Limited"
Treanda,"Bendamustine hydrochloride","Non-Hodgkin Lymphoma  and Mantle Cell Lymphoma",Reimburse,Complete,"Apr 24, 2012","Nov 29, 2012",PC0010-000,"Lundbeck Canada Inc."
Treanda,"Bendamustine hydrochloride","Chronic Lymphocytic Leukemia (relapsed/refractory)","Do not reimburse",Complete,"Apr 24, 2012","Nov 29, 2012",PC0011-000,"Lundbeck Canada Inc."
Treanda,"Bendamustine hydrochloride","Chronic Lymphocytic Leukemia (first-line)","Reimburse with clinical criteria and/or conditions",Complete,"Apr 24, 2012","Feb 19, 2013",PC0011-000,"Lundbeck Canada Inc."
"Treanda (in combination with rituximab)","Bendamustine hydrochloride","Chronic Lymphocytic Leukemia",,Withdrawn,"Jun 27, 2014",,PC0040-000,"Lundbeck Canada Inc."
Trisenox,"Arsenic Trioxide","Acute Promyelocytic Leukemia",Reimburse,Complete,"Aug 30, 2013","Feb 18, 2014",PC0033-000,"Lundbeck Canada Inc."
Truxima,Rituximab,,,Cancelled,,,PC0184-000,"Teva Canada Innovation"
"Tykerb (in combination with Letrozole)",Lapatinib,"Metastatic Breast Cancer","Do not reimburse",Complete,"Dec 14, 2012","Jul 5, 2013",PC0019-000,GlaxoSmithKline
Unituxin,Dinutuximab,Neuroblastoma,"Reimburse with clinical criteria and/or conditions",Complete,"Oct 1, 2018","Mar 26, 2019",PC0154-000,"United Therapeutics Corp."
Vectibix,Panitumumab,"Left Sided Metastatic Colorectal Cancer (mCRC)","Do not reimburse",Complete,"Sep 8, 2017","Mar 29, 2018",PC0118-000,"Amgen Canada Inc."
Vectibix,Panitumumab,"Metastatic Colorectal Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Apr 15, 2015","Dec 3, 2015",PC0060-000,"Amgen Canada Inc."
Velcade,Bortezomib,"Multiple Myeloma",Reimburse,Complete,"Oct 29, 2012","Mar 25, 2013",PC0016-000,Janssen
Venclexta,Venetoclax,,,Withdrawn,"Jul 8, 2016",,PC0087-000,"AbbVie Corporation"
Venclexta,"Venetoclax Obinutuzumab","Obinutuzumab for CLL","Reimburse with clinical criteria and/or conditions",Complete,"Apr 17, 2020","Nov 17, 2020",PC0212-000,"AbbVie Corporation"
Venclexta,Venetoclax,"Chronic Lymphocytic Leukemia","Reimburse with clinical criteria and/or conditions",Complete,"Jul 10, 2017","Mar 2, 2018",PC0105-000,"AbbVie Corporation"
"Venclexta in combo Rituximab",Venetoclax,"Chronic Lymphocytic Leukemia (CLL)","Reimburse with clinical criteria and/or conditions",Complete,"Oct 24, 2018","May 31, 2019",PC0162-000,"AbbVie Corporation"
Verzenio,Abemaciclib,"Metastatic Breast Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Dec 3, 2018","Jul 5, 2019",PC0161-000,"Eli Lilly Canada Inc."
Vitrakvi,Larotrectinib,"NTRKplus solid tumours","Do not reimburse",Complete,"Feb 25, 2019","Oct 31, 2019",PC0159-000,"Bayer Inc."
Vizimpro,Dacomitinib,"Non-Small Cell Lung Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Sep 19, 2018","May 31, 2019",PC0129-000,"Pfizer Canada Inc."
Votrient,"Pazopanib hydrochloride","Metastatic Renal Cell Carcinoma",Reimburse,Complete,"Feb 20, 2013","Aug 29, 2013",PC0022-000,"GlaxoSmithKline Inc."
Votrient,"Pazopanib Hydrochloride","Soft Tissue Sarcoma","Do not reimburse",Complete,"Jun 4, 2012","Nov 29, 2012",PC0009-000,"GlaxoSmithKline Inc."
Votrient,"Pazopanib hydrochloride","Metastatic Renal Cell Carcinoma",Reimburse,Complete,"Jul 14, 2011","Jan 5, 2012",PC0000-000,"GlaxoSmithKline Inc."
Xalkori,Crizotinib,"Advanced or Metastatic Non-Small Cell Lung Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Oct 23, 2012","May 2, 2013",PC0017-000,"Pfizer Canada Inc."
Xalkori,Crizotinib,"First Line ALK Positive Advanced NSCLC","Reimburse with clinical criteria and/or conditions",Complete,"Feb 17, 2015","Jul 21, 2015",PC0054-000,"Pfizer Canada Inc."
Xalkori,Crizotinib,"ROS1-positive advanced non-small cell lung cancer (NSCLC)","Reimburse with clinical criteria and/or conditions",Complete,"Oct 30, 2018","May 23, 2019",PC0151-000,"Pfizer Canada Inc."
Xalkori,Crizotinib,"Advanced Non-Small Cell Lung Cancer","Do not reimburse",Complete,"Mar 26, 2012","Oct 4, 2012",PC0008-000,"Pfizer Canada Inc."
Xospata,Gilteritinib,,"Reimburse with clinical criteria and/or conditions",Complete,"Oct 28, 2019","May 20, 2020","PC0202 -000","Astellas Pharma Canada Inc."
Xtandi,Enzalutamide,"Metastatic Castration Resistant Prostate Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 4, 2013","Jul 23, 2013",PC0023-000,"Astellas Pharma Canada Inc."
Xtandi,Enzalutamide,"Non-metastatic castration-resistant prostate cancer (nm-CRPC)","Reimburse with clinical criteria and/or conditions",Complete,"Sep 24, 2018","Mar 26, 2019",PC0149-000,"Astellas Pharma Canada, Inc."
Xtandi,Enzalutamide,"First Line Metastatic Castration-Resistant Prostate Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Oct 2, 2014","Jun 22, 2015",PC0044-000,"Astellas Pharma Canada, Inc."
Xtandi,Enzalutamide,mHSPC,"Reimburse with clinical criteria and/or conditions",Complete,"Feb 24, 2020","Sep 23, 2020",PC0209-000,"Astellas Pharma Canada, Inc."
Yervoy,Ipilimumab,"First Line Advanced Melanoma","Reimburse with clinical criteria and/or conditions",Complete,"Aug 15, 2014","Dec 22, 2014",PC0042-000,"Bristol-Myers Squibb Canada"
Yervoy,Ipilimumab,"Advanced Melanoma","Reimburse with clinical criteria and/or conditions",Complete,"Dec 1, 2011","Apr 18, 2012",PC0003-000,"Bristol-Myers Squibb Canada"
Yondelis,Trabectedin,"Metastatic Liposarcoma or Leiomyosarcoma","Do not reimburse",Complete,"Dec 22, 2015","Aug 5, 2016",PC0071-000,"Janssen Inc."
Zaltrap,Aflibercept,"Metastatic Colorectal Cancer","Do not reimburse",Complete,"Nov 26, 2013","Sep 5, 2014",PC0035-000,"Sanofi-aventis Canada Inc."
Zejula,Niraparib,"First Line OC","Reimburse with clinical criteria and/or conditions",Complete,"Sep 21, 2020","Apr 29, 2021",PC0224-000,"GlaxoSmithKline Inc."
Zejula,Niraparib,"Ovarian Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Feb 7, 2020","Sep 3, 2020",PC0203-000,"GlaxoSmithKline Inc."
Zelboraf,Vemurafenib,"Metastatic Melanoma","Reimburse with clinical criteria and/or conditions",Complete,"Dec 6, 2011","Jun 1, 2012",PC0006-000,"Hoffmann-La Roche Limited"
Zydelig,Idelalisib,"Chronic lymphocytic leukemia","Reimburse with clinical criteria and/or conditions",Complete,"Apr 7, 2015","Aug 18, 2015",PC0057-000,"Gilead Sciences, Inc."
Zydelig,Idelalisib,"Follicular Lymphoma","Do not reimburse",Complete,"Apr 12, 2016","Sep 29, 2016",PC0075-000,"Gilead Sciences, Inc."
Zykadia,Ceritinib,"Metastatic Non-Small Cell Lung Cancer","Do not reimburse",Complete,"Jun 5, 2015","Dec 3, 2015",PC0062-000,"Novartis Pharmaceuticals Inc."
"Zykadia (Resubmission)",Ceritinib,"metastatic non-small cell lung cancer","Reimburse with clinical criteria and/or conditions",Complete,"Oct 19, 2016","Mar 21, 2017",PC0094-000,"Novartis Pharmaceuticals Canada Inc."
Zytiga,"Abiraterone acetate","Metastatic Castration Resistant Prostate Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 28, 2013","Oct 22, 2013",PC0028-000,"Janssen Inc."
Zytiga,Abiraterone,,,Withdrawn,"Feb 25, 2019",,PC0166-000,"Janssen Inc."
"Zytiga (Resubmission)",Abiraterone,"Prostate Cancer Resubmission",,Withdrawn,"Jul 29, 2019",,PC0201-000,"Janssen Inc."
(TBC),tislelizumab,"recurrent or metastatic nasopharyngeal carcinoma",,Pending,,,PC0399-000,"BeiGene (Canada) ULC"
Abecma,"idecabtagene vicleucel","Multiple myeloma","Do not reimburse",Complete,"Dec 16, 2020","Nov 12, 2021",PG0240-000,"Celgene Inc., a Bristol Myers Squibb company"
Abilify,Aripiprazole,"Schizophrenia and related psychotic disorders","List with clinical criteria and/or conditions",Complete,"Mar 29, 2011","Jul 18, 2011",SF0226-000,"Bristol-Myers Squibb"
Abilify,Aripiprazole,"Depression, Major Depressive Disorder","Do not list",Complete,"Oct 1, 2013","Oct 22, 2014",SR0354-000,"Bristol-Myers Squibb Canada"
Abilify,Aripiprazole,Schizophrenia,"Do not list",Complete,"Nov 6, 2009","Apr 27, 2010",SR0183-000,"Bristol-Myers Squibb Canada"
"Abilify Maintena",Aripiprazole,Schizophrenia,"List with criteria/condition",Complete,"Jan 6, 2014","Dec 19, 2014",SR0366-000,"Otsuka Canada Pharmaceutical Inc. & Lundbeck Canada Inc."
Abstral,"Fentanyl citrate","Pain, breakthrough cancer pain","Do not list",Complete,"Jun 30, 2011","Dec 16, 2011",SR0240-000,"Paladin Labs Inc."
Aclasta,"Zoledronic acid",Osteoporosis,"List with clinical criteria and/or conditions",Complete,"Jul 20, 2011","Nov 16, 2011",SF0242-000,"Novartis Pharmaceuticals Canada Inc."
Aclasta,"Zoledronic acid","Osteoporosis, postmenopausal women","Do not list",Complete,"Nov 29, 2007","Jun 25, 2008",SR0114-000,"Novartis Pharmaceuticals Canada Inc."
Actemra,Tocilizumab,"Arthritis, polyarticular juvenile idiopathic","List with criteria/condition",Complete,"Jul 29, 2013","Mar 19, 2014",SR0343-000,"Hoffmann-La Roche Limited"
Actemra,Tocilizumab,"Arthritis, Rheumatoid","List with clinical criteria and/or conditions",Complete,"May 27, 2010","Nov 17, 2010",SR0201-000,"Hoffmann-La Roche Limited"
Actemra,Tocilizumab,"Arthritis, rheumatoid","List with criteria/condition",Complete,"Mar 3, 2014","Feb 19, 2015",SR0374-000,"Hoffmann-La Roche Limited"
Actemra,Tocilizumab,"Arthritis, juvenile idiopathic","List with clinical criteria and/or conditions",Complete,"Jan 30, 2012","Jul 19, 2012",SR0267-000,"Hoffman-La Roche Ltd."
Actemra,tocilizumab,"Giant cell arteritis (GCA)","Reimburse with clinical criteria and/or conditions",Complete,"Sep 25, 2017","Mar 27, 2018",SR0534-000,"Hoffmann-La Roche Limited"
Actikerall,"Fluorouracil and Salicylic Acid","Hyperkeratotic actinic keratosis","Reimburse with clinical criteria and/or conditions",Complete,"Aug 31, 2016","Mar 22, 2017",SR0498-000,"Cipher Pharmaceuticals Inc."
Adcetris,"brentuximab vedotin","Hodgkin lymphoma",,Withdrawn,,,PC0311-000,"Seagen Canada Inc."
Adcetris,"Brentuximab vedotin","Hodgkin lymphoma","Reimburse with clinical criteria and/or conditions",Complete,"Apr 18, 2024","Aug 29, 2024",PC0371-000,"Seagen Canada Inc."
Adcirca,Tadalafil,"Pulmonary arterial hypertension","List with clinical criteria and/or conditions",Complete,"Feb 5, 2010","Jul 15, 2010",SR0197-000,"Eli Lilly Canada Inc."
"Adderall XR","Mixed amphetamine salts","Attention deficit hyperactivity disorder, Adult","Do not list",Complete,"Nov 29, 2007","Jun 25, 2008",SR0116-000,"Shire Canada Inc."
"Adderall XR","Mixed amphetamine salts","Attention deficit hyperactivity disorder","Do not list",Complete,"Apr 13, 2004","Nov 24, 2004",SR0010-000,"Shire BioChem Inc."
"Adderall XR","Mixed amphetamine salts","Attention deficit hyperactivity disorder",,Withdrawn,"Dec 15, 2004",,SR0027-000,"Shire BioChem Inc."
Adempas,Riociguat,"Chronic thromboembolic pulmonary hypertension","List with criteria/condition",Complete,"Sep 30, 2013","Jul 17, 2014",SR0353-000,"Bayer Inc."
Adempas,Riociguat,"Pulmonary arterial hypertension (WHO group 1)","List with clinical criteria and/or conditions",Complete,"Jun 25, 2015","Dec 17, 2015",SR0438-000,"Bayer Inc."
Adlyxine,lixisenatide,"Diabetes mellitus, Type 2","Reimburse with clinical criteria and/or conditions",Complete,"May 29, 2017","Nov 23, 2017",SR0520-000,"Sanofi-aventis Canada Inc."
Admelog,"Insulin lispro",,,Cancelled,,,SE0543-000,"sanofi-aventis Canada Inc."
Adtralza,tralokinumab,"atopic dermatitis (AD)","Do not reimburse",Complete,"Jun 5, 2023","May 8, 2024",SR0787-000,"LEO Pharma Inc."
Adtralza,tralokinumab,"atopic dermatitis","Do not reimburse",Complete,"Apr 27, 2021","Mar 7, 2022",SR0689-000,"LEO Pharma Inc."
Aduhelm,aducanumab,"Alzheimer’s disease",,Withdrawn,"Nov 26, 2021",,SR0705-000,"Biogen Canada Inc."
Advicor,Niacin/lovastatin,"Hypercholesterolemia and mixed dyslipidemia",List,Complete,"Oct 18, 2005","Apr 26, 2006",SR0042-000,"Oryx Pharmaceuticals Inc."
"Aermony RespiClick","fluticasone propionate",Asthma,"Reimburse with clinical criteria and/or conditions",Complete,"Oct 4, 2017","Dec 19, 2018",SR0539-000,"TEVA Canada Innovation"
Afinitor,Everolimus,"Renal angiomyolipoma associated with tuberous sclerosis complex (TSC)","Do not list",Complete,"Mar 8, 2013","Sep 25, 2013",SR0315-000,"Novartis Pharmaceuticals Canada Inc."
Afinitor,Everolimus,"Subependymal giant cell astrocytoma associated with tuberous sclerosis complex","Do not list",Complete,"Mar 19, 2014","Apr 15, 2015",SR0376-000,"Novartis Pharmaceuticals Canada Inc."
Aimovig,erenumab,Migraine,"Reimburse with clinical criteria and/or conditions",Complete,"May 2, 2019","Jul 22, 2020",SR0578-000,"Novartis Pharmaceuticals Canada Inc."
Ajovy,fremanezumab,migraine,"Reimburse with clinical criteria and/or conditions",Complete,"Jun 3, 2020","Mar 24, 2021",SR0641-000,"Teva Canada Innovation"
Akeega,"niraparib abiraterone acetate","Metastatic castration-resistant prostate cancer (mCRPC)","Reimburse with clinical criteria and/or conditions",Complete,"Jun 14, 2023","Feb 1, 2024",PC0326-000,"Janssen Inc."
Akynzeo,"netupitant / palonosetron","Nausea and vomiting (chemotherapy induced) prevention","Reimburse with clinical criteria and/or conditions",Complete,"Dec 8, 2017","Jun 20, 2018",SR0548-000,"Purdue Pharma"
Albrioza,"sodium phenylbutyrate and ursodoxicoltaurine","Amyotrophic lateral sclerosis (ALS)","Reimburse with clinical criteria and/or conditions",Complete,"Nov 24, 2021","Jul 21, 2022",SR0711-000,"Amylyx Canada"
Aldurazyme,Laronidase,"Mucopolysarccharidosis 1 (MPS 1), Hurler, Hurler-Scheie, Scheie","Do not list",Complete,"Feb 3, 2005","Jul 14, 2005",SR0032-000,"Genzyme Canada"
Alecensaro,alectinib,"ALK-positive NSCLC","Reimburse with clinical criteria and/or conditions",Complete,"Apr 18, 2024","Oct 30, 2024",PC0350-000,"Hoffmann-La Roche Limited"
"Aloxi (capsule)","Palonosetron hydrochloride","Chemotherapy-induced nausea and vomiting","Do not list",Complete,"Oct 5, 2012","Apr 24, 2013",SR0294-000,"Eisai Ltd."
"Aloxi (capsule)",Palonosetron,"Chemotherapy-induced nausea and vomiting",,Withdrawn,"Feb 6, 2015",,SR0415-000,"Eisai Limited"
"Aloxi (injection)","Palonosetron hydrochloride","Chemotherapy-induced nausea and vomiting","Do not list at the submitted price",Complete,"Oct 5, 2012","May 15, 2013",SR0293-000,"Eisai Ltd."
Alsitek,"masitinib mesylate","Amyotrophic lateral sclerosis (ALS)",,Suspended,"Oct 28, 2022",,SR0766-000,"AB Science SA"
"Altace HCT",Ramipril/hydrochlorothiazide,Hypertension,,Cancelled,"Oct 26, 2006",,SR0083-000,"Sanofi –Aventis Canada inc."
"Altace HCT",Ramipril/hydrochlorothiazide,Hypertension,List,Complete,"Mar 26, 2007","Jun 14, 2007",SR0095-000,"Sanofi-Aventis Canada Inc."
"Altace Plus Felodipine","Ramipril/felodipine extended release",Hypertension,"Do not list",Complete,"Jun 22, 2006","Nov 15, 2006",SR0067-000,"Sanofi-Aventis Canada Inc."
Altuviiio,"efanesoctocog alfa","congenital factor VIII deficiency",,Active,"Sep 18, 2024",,ST0840-000,"Sanofi-aventis Canada Inc."
Alvesco,Ciclesonide,asthma,List,Complete,"Jul 24, 2006","Dec 20, 2006",SR0074-000,"Altana Pharma Inc."
Alyftrek,"vanzacaftor, tezacaftor, deutivacaftor","Cystic fibrosis, F508del or responsive CFTR mutation, 6 years and older",,Received,"May 9, 2025",,SR0896-000,"Vertex Inc."
Amevive,Alefacept,"Psoriasis, moderate to severe chronic plaque","Do not list",Complete,"Nov 16, 2004","May 26, 2005",SR0024-000,"Biogen Idec Canada Inc."
Amevive,Alefacept,"Psoriasis, moderate to severe chronic plaque","Do not list",Complete,"Feb 28, 2006","Sep 27, 2006",SR0053-000,"Biogen Idec Canada Inc."
Amvuttra,vutrisiran,"Hereditary transthyretin mediated amyloidosis (hATTR amyloidosis)","Reimburse with clinical criteria and/or conditions",Complete,"Jul 4, 2023","Jan 29, 2024",SR0801-000,"Alnylam Netherlands B.V."
"Anoro Ellipta",Umeclidinium/vilanterol,"Chronic obstructive pulmonary disease","List with criteria/condition",Complete,"Feb 26, 2014","Jan 15, 2015",SR0371-000,"GlaxoSmithKline Inc."
Apidra,"Insulin glulisine","Diabetes, Mellitus (Type 1 & 2)","List in a similar manner to other drugs in class",Complete,"Aug 29, 2008","Feb 19, 2009",SR0144-000,"Sanofi-Aventis Canada Inc."
Apprilon,"Doxycycline monohydrate",Rosacea,"Do not list",Complete,"Apr 27, 2012","Mar 27, 2013",SR0279-000,"Galderma Canada Inc."
Apretude,cabotegravir,"HIV-1 infection, pre-exposure prophylaxis","Reimburse with clinical criteria and/or conditions",Complete,"Feb 1, 2024","Aug 14, 2024",SR0825-000,"ViiV Healthcare ULC"
